temps	chemin
1.61692E-3	-3.52489E2
1.61888E-3	-3.53095E2
1.62083E-3	-3.53499E2
1.62278E-3	-3.53817E2
1.62473E-3	-3.54175E2
1.62669E-3	-3.54509E2
1.62864E-3	-3.54779E2
1.6306E-3	-3.54861E2
1.63255E-3	-3.55262E2
1.6345E-3	-3.55199E2
1.63645E-3	-3.55396E2
1.63841E-3	-3.55624E2
1.64036E-3	-3.55567E2
1.64231E-3	-3.5561E2
1.64427E-3	-3.55345E2
1.64622E-3	-3.55461E2
1.64817E-3	-3.5522E2
1.65013E-3	-3.55019E2
1.65208E-3	-3.54793E2
1.65403E-3	-3.54595E2
1.65598E-3	-3.54224E2
1.65794E-3	-3.53953E2
1.65989E-3	-3.53595E2
1.66184E-3	-3.53088E2
1.6638E-3	-3.52783E2
1.66575E-3	-3.52337E2
1.6677E-3	-3.51679E2
1.66966E-3	-3.51144E2
1.67161E-3	-3.50565E2
1.67356E-3	-3.4989E2
1.67552E-3	-3.49247E2
1.67747E-3	-3.48645E2
1.67942E-3	-3.47922E2
1.68138E-3	-3.47236E2
1.68333E-3	-3.46363E2
1.68528E-3	-3.45566E2
1.68723E-3	-3.44845E2
1.68919E-3	-3.43877E2
1.69114E-3	-3.43133E2
1.69309E-3	-3.42432E2
1.69505E-3	-3.41374E2
1.697E-3	-3.405E2
1.69895E-3	-3.39566E2
1.70091E-3	-3.38542E2
1.70286E-3	-3.37709E2
1.70481E-3	-3.36641E2
1.70677E-3	-3.3566E2
1.70872E-3	-3.34656E2
1.71067E-3	-3.33595E2
1.71263E-3	-3.32836E2
1.71458E-3	-3.31764E2
1.71653E-3	-3.30798E2
1.71848E-3	-3.29712E2
1.72044E-3	-3.28689E2
1.72239E-3	-3.2784E2
1.72434E-3	-3.26733E2
